STUDENTNUMBER,COURSE_CD,COURSE_TITLE,COURSE_VERSION,COURSE_ATTEMPT_STATUS,MODE,TYPE,ORG_UNIT_CD,COMMENCEMENT_DT,ENROLLED_CURRENT_TP,ENROLLED_YR,STUDENT_TYPE,CREDIT_POINTS_REQUIRED,ADVANCED STANDING CP,COMPLETED_CREDIT_POINTS,OUTSTANDING_POINTS,Course Location,Completed Units,Adv Stnd Units,Unit Sets (Completed),Unit Sets (Non-Completed)
BSC190,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,18,126,ARMIDALE,"MTHS100 TRI-1 2021 OL
COSC110 TRI-2 2021 OL
STAT100 TRI-3 2021 OL",,,"MATHSM001.6 N Mathematics (Major)
STAT001.1 N Statistics (Minor)"
BSC191,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,10/28/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,"NEUROSC001.4 N Neuroscience (Major)
PSYCH001.5 N Psychology (Major)"
BSC192,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,2/15/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,MEDCHEM001.3 N Medicinal Chemistry (Major)
BSC193,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,2/17/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"MEDCHEM001.4 N Medicinal Chemistry (Major)
NEUROSC001.5 N Neuroscience (Major)"
BSC194,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,5/28/2022,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,PABIOM003.5 N Palaeobiology (Major)
BSC195,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,MATHSM001.7 N Mathematics (Major)
BSC196,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,2/24/2021,Yes,Yes,Domestic,144,12,48,96,ARMIDALE,"BIOL110 TRI-1 2021 OL
CRIM304 TRI-1 2021 OL
MTHS120 TRI-1 2021 OL
CHEM120 TRI-2 2021 OL
MTHS130 TRI-2 2021 OL
STAT100 TRI-2 2021 OL","PHYS131 
PSIO120 ",,"APPHYS001.6 N Applied Physics (Major)
NEUROSC001.4 N Neuroscience (Major)"
BSC197,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,5/28/2022,No,Yes,Domestic,144,48,48,96,ARMIDALE,,"AGSY101 
ANSC120 
BIOL110 
BIOL120 
CANI300 
GENE210 
MTHS110 
STAT100 ",,"GENETM001.6 N Genetics (Major)
ZOOLOM002.6 N Zoology (Major)"
BSC198,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,BICHTEC001.3 N Biochemistry/Biotechnology (Major)
BSC199,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,0,12,132,ARMIDALE,"COSC110 TRI-3 2021 OL
GEOL110 TRI-3 2021 OL",,,APPHYS001.6 N Applied Physics (Major)
BSC200,BSC,Bachelor of Science,15,ENROLLED,ON,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"BIOL110 TRI-1 2021 ON
CHEM110 TRI-1 2021 ON
GEOL110 TRI-1 2021 ON
MTHS110 TRI-1 2021 ON
BIOL120 TRI-2 2021 ON
CHEM120 TRI-2 2021 ON
GEOL120 TRI-2 2021 ON
STAT100 TRI-3 2021 OL",,,"GENETM001.5 N Genetics (Major)
GEOSCM002.4 N Geoscience (Major)"
BSC201,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,6/28/2021,No,No,Domestic,144,12,24,120,ARMIDALE,"CHEM100 TRI-2 2021 OL
STAT100 TRI-2 2021 OL","LAW100 
MTHS110 ",,BOTANM002.6 N Botany (Major)
BSC202,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,2/23/2021,Yes,Yes,Domestic,144,24,60,84,ARMIDALE,"CHEM110 TRI-1 2021 OL
MTHS110 TRI-1 2021 OL
PHYS131 TRI-1 2021 OL
MTHS120 TRI-2 2021 OL
PHYS132 TRI-2 2021 OL
GEOL313 TRI-3 2021 OL","EDIT413 
EDIT424 
EDUC403 
MUSI206 ",,"APPHYS001.6 N Applied Physics (Major)
CHEMIM002.7 N Chemistry (Major)"
BSC203,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,Yes,Yes,Domestic,144,12,12,132,ARMIDALE,,"MTHS100 
PHYS100 ",,MATHSM001.7 N Mathematics (Major)
BSC204,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,2/12/2022,Yes,Yes,Domestic,144,36,36,108,ARMIDALE,,"CHEM110 
CHEM120 
MTHS110 
PHAR120 
PSIO110 
PSIO120 ",,"CHEMIM002.8 N Chemistry (Major)
MEDCHEM001.4 N Medicinal Chemistry (Major)"
BSC205,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,2/11/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"BIOL110 TRI-1 2021 OL
CHEM110 TRI-1 2021 OL
MTHS120 TRI-1 2021 OL
PHYS131 TRI-1 2021 OL
AMTH140 TRI-2 2021 OL
CHEM120 TRI-2 2021 OL
MTHS130 TRI-2 2021 OL
PHYS132 TRI-2 2021 OL",,,"APPHYS001.6 N Applied Physics (Major)
MATHSM001.6 N Mathematics (Major)"
BSC206,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,10/25/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,PABIOM003.4 N Palaeobiology (Major)
BSC207,BSC,Bachelor of Science,16,INACTIVE,OL,FT,S0008,1/29/2022,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,FORSC001.6 N Forensic Science (Major)
BSC208,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,12,24,120,ARMIDALE,"BIOL110 TRI-3 2021 OL
PHYS100 TRI-3 2021 OL","MTHS120 
STAT100 ",,"BICHTEC001.2 N Biochemistry/Biotechnology (Major)
BUS001.1 N Business (Minor)"
BSC209,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,MTHS100 TRI-3 2021 OL,,,"BOTANM002.6 N Botany (Major)
GENETM001.5 N Genetics (Major)"
BSC210,BSC,Bachelor of Science,16,INACTIVE,OL,PT,S0008,1/29/2022,No,No,Domestic,144,0,0,144,ARMIDALE,,,,PSYCH001.6 N Psychology (Major)
BSC211,BSC,Bachelor of Science,15,INTERMIT,OL,PT,S0008,6/28/2021,No,No,Domestic,144,48,48,96,ARMIDALE,,"AMTH140 
COSC110 
COSC120 
MTHS100 
MTHS110 
MTHS120 
SCI210 
STAT210 ",,COMPSC001.2 N Computational Science (Major)
BSC212,BSC,Bachelor of Science,16,INACTIVE,OL,FT,S0008,2/9/2022,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BSC213,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,STAT100 TRI-3 2021 OL,,,BIODIV002.4 N Biodiversity (Major)
BSC214,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"BIOL110 TRI-1 2021 OL
HIST111 TRI-1 2021 OL
MTHS110 TRI-1 2021 OL
PSYC101 TRI-1 2021 OL
BIOL120 TRI-2 2021 OL
HASS100 TRI-2 2021 OL
PSYC102 TRI-2 2021 OL
STAT100 TRI-2 2021 OL",,,"COMM001.1 N Communications (Minor)
PSYCH001.5 N Psychology (Major)"
BSC215,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,2/10/2021,Yes,Yes,Domestic,144,42,54,90,ARMIDALE,"GEOL315 TRI-1 2021 OL
ZOOL203 TRI-2 2021 OL","BIOL110 
BIOL120 
EVOL102 
GEOL110 
GEOL120 
GEOL202 
GEOL311 ",,PABIOM003.5 N Palaeobiology (Major)
BSC216,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,10/27/2021,Yes,Yes,Domestic,144,0,12,132,ARMIDALE,"ARPA100 TRI-3 2021 OL
GEOL110 TRI-3 2021 OL",,,"ARCHGY001.5 N Archaeology (Major)
PABIOM003.5 N Palaeobiology (Major)"
BSC217,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,3/1/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,MATHSM001.7 N Mathematics (Major)
BSC218,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,6/28/2021,Yes,Yes,Domestic,144,12,24,120,ARMIDALE,"STAT100 TRI-2 2021 OL
PHYS100 TRI-3 2021 OL","CHEM110 
MTHS110 ",,
BSC219,BSC,Bachelor of Science,15,INACTIVE,ON,FT,S0008,1/30/2021,No,No,Domestic,144,0,48,96,ARMIDALE,"FSC102 BLOCK-F 2021 OL
ZOOL220 BLOCK-F 2021 ON
CHEM110 TRI-1 2021 ON
MTHS110 TRI-1 2021 ON
PHYS100 TRI-1 2021 ON
CHEM120 TRI-2 2021 ON
MTHS120 TRI-2 2021 ON
PHAR120 TRI-2 2021 ON",,,MEDCHEM001.3 N Medicinal Chemistry (Major)
BSC220,BSC,Bachelor of Science,15,ENROLLED,ON,PT,S0008,6/28/2021,Yes,Yes,Domestic,144,66,72,72,ARMIDALE,BIOL120 TRI-3 2021 OL,"BIOL110 
CHEM110 
CHEM120 
CHEM220 
CHEM250 
COSC110 
COSC120 
FSC102 
GEOL110 
MTHS120 
STAT100 ",,"BOTANM002.6 N Botany (Major)
CHEMIM002.7 N Chemistry (Major)"
BSC221,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,66,102,42,ARMIDALE,"AMTH250 TRI-1 2021 OL
ASTY221 TRI-1 2021 OL
AMTH140 TRI-2 2021 OL
PHYS311 TRI-2 2021 OL
PMTH332 TRI-2 2021 OL
PHIL304 TRI-3 2021 OL","COSC120 
MTHS120 
MTHS130 
PHYS131 
PHYS132 
PHYS204 
PMTH212 
PMTH213 
UNSP1XX12 
UNSP2XX06 ",,MATHSM001.6 N Mathematics (Major)
BSC222,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,6/28/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,MEDCHEM001.3 N Medicinal Chemistry (Major)
BSC223,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,1/29/2022,Yes,Yes,Domestic,144,24,24,120,ARMIDALE,,"CHEM110 
HUMN240 
PSIO110 
PSIO120 ",,NEUROSC001.5 N Neuroscience (Major)
BSC224,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,3/4/2019,No,No,Domestic,144,0,0,144,ARMIDALE,,,,"ARCHGY001.4 N Archaeology (Major)
PABIOM003.4 N Palaeobiology (Major)"
BSC225,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,24,120,ARMIDALE,"ASTY221 TRI-1 2021 OL
MTHS100 TRI-1 2021 OL
PSYC101 TRI-1 2021 OL
MTHS110 TRI-2 2021 OL",,,NEUROSC001.4 N Neuroscience (Major)
BSC226,BSC,Bachelor of Science,16,INTERMIT,OL,PT,S0008,2/15/2010,No,No,Domestic,144,18,90,54,ARMIDALE,"BIOL110 SEM-1 2010 OF
CHEM110 SEM-1 2011 OF
CHEM123 SEM-1 2010 OF
MATH120 SEM-1 2011 OF
BIOL120 SEM-2 2010 OF
CHEM120 SEM-2 2011 OF
MATH123 SUMMER 2010 OF
BCHM210 TRI-1 2012 OF
MICR350 TRI-1 2015 OF
PSIO210 TRI-1 2012 OF
ECOL100 TRI-2 2015 OF
STAT100 TRI-3 2014 OF","BCHM220 
GENE250 
MICR220 ",,"ANSVET002.4 N Animal Science and Veterinary Studies (Major)
BOTANM002.6 N Botany (Major)"
BSC227,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,12,18,126,ARMIDALE,STAT100 TRI-3 2021 OL,"MTHS100 
PHYS100 ",,CHEMIM002.7 N Chemistry (Major)
BSC228,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,7/11/2019,No,No,Domestic,144,0,6,138,ARMIDALE,MTHS120 TRI-1 2021 OL,,,"APPHYS001.6 N Applied Physics (Major)
MATHSM001.6 N Mathematics (Major)"
BSC229,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,Yes,Yes,Domestic,144,12,12,132,ARMIDALE,,"ECON301 
ECON371 ",,MATHSM001.7 N Mathematics (Major)
BSC230,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,APPHYS001.7 N Applied Physics (Major)
BSC231,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,5/28/2022,No,No,Domestic,144,0,0,144,ARMIDALE,,,,BOTANM002.7 N Botany (Major)
BSC232,BSC,Bachelor of Science,16,ENROLLED,ON,PT,S0008,1/29/2022,Yes,Yes,Domestic,144,54,54,90,ARMIDALE,,"CHEM110 
CHEM120 
CHEM204 
CHEM250 
FSC102 
MTHS110 
UNSP1XX06 
UNSP3XX12 ",,CHEMIM002.8 N Chemistry (Major)
BSC233,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"PABIOM003.5 N Palaeobiology (Major)
ZOOLOM002.6 N Zoology (Major)"
BSC234,BSC,Bachelor of Science,15,INTERMIT,OL,PT,S0008,1/30/2021,No,No,Domestic,144,0,24,120,ARMIDALE,"MTHS110 TRI-1 2021 OL
PHYS100 TRI-1 2021 OL
AMTH140 TRI-2 2021 OL
MTHS120 TRI-2 2021 OL",,,MATHSM001.6 N Mathematics (Major)
BSC235,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,6/28/2021,Yes,Yes,Domestic,144,0,12,132,ARMIDALE,"PSIO120 TRI-2 2021 OL
BIOL110 TRI-3 2021 OL",,,"ANSVET002.3 N Animal Science and Veterinary Studies (Major)
PHYSIM002.7 N Physiology (Major)"
BSC236,BSC,Bachelor of Science,15,ENROLLED,ON,FT,S0008,2/3/2021,Yes,Yes,Domestic,144,36,78,66,ARMIDALE,"ANPR211 TRI-1 2021 ON
ANSC201 TRI-1 2021 ON
CRIM304 TRI-1 2021 ON
GENE210 TRI-1 2021 ON
ANPR321 TRI-2 2021 ON
ANPR417 TRI-2 2021 OL
CHEM120 TRI-3 2021 OL","BIOL110 
BIOL120 
CHEM110 
HASS100 
MTHS120 
MTHS130 ",,ANSVET002.3 N Animal Science and Veterinary Studies (Major)
BSC237,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,2/11/2021,Yes,Yes,Domestic,144,0,36,108,ARMIDALE,"CHEM100 TRI-1 2021 OL
MTHS100 TRI-1 2021 OL
PSIO110 TRI-1 2021 OL
CHEM110 TRI-2 2021 OL
MTHS110 TRI-2 2021 OL
PSIO120 TRI-2 2021 OL",,,"NEUROSC001.4 N Neuroscience (Major)
PHYSIM002.7 N Physiology (Major)"
BSC238,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,CHEMIM002.8 N Chemistry (Major)
BSC239,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,2/21/2011,Yes,Yes,Domestic,144,12,24,120,ARMIDALE,"BIOL120 TRI-2 2021 OL
GEOL110 TRI-3 2021 OL","CHEM123 
MATH123 ",,BOTANM002.1 N Botany
BSC240,BSC,Bachelor of Science,15,ENROLLED,ON,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,30,114,ARMIDALE,"BIOL110 TRI-1 2021 ON
MTHS110 TRI-1 2021 ON
ANSC120 TRI-2 2021 OL
BIOL120 TRI-2 2021 ON
CHEM110 TRI-2 2021 OL",,,"ANSVET002.3 N Animal Science and Veterinary Studies (Major)
ZOOLOM002.5 N Zoology (Major)"
BSC241,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,2/1/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,BICHTEC001.3 N Biochemistry/Biotechnology (Major)
BSC242,BSC,Bachelor of Science,16,INACTIVE,OL,PT,S0008,2/25/2013,No,No,Domestic,144,30,66,78,ARMIDALE,"MATH101 TRI-1 2013 OF
AMTH140 TRI-2 2017 OF
AMTH250 TRI-2 2015 OL
MATH102 TRI-2 2013 OF
STAT261 TRI-2 2014 OF
COMP131 TRI-3 2014 OF","MATH260 
PMTH212 
PMTH213 
PMTH333 
STAT330 ",,"MATHSM001.6 N Mathematics (Major)
STAT001.1 N Statistics (Minor)"
BSC243,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,Yes,Yes,Domestic,144,12,12,132,ARMIDALE,,"CHEM100 
SCI100 ",,"MATHSM001.7 N Mathematics (Major)
STAT001.1 N Statistics (Minor)"
BSC244,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,1/30/2021,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"CHEMIM002.7 N Chemistry (Major)
COMPSC001.2 N Computational Science (Major)"
BSC245,BSC,Bachelor of Science,16,INACTIVE,OL,FT,S0008,1/29/2022,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
