STUDENTNUMBER,COURSE_CD,COURSE_TITLE,COURSE_VERSION,COURSE_ATTEMPT_STATUS,MODE,TYPE,ORG_UNIT_CD,COMMENCEMENT_DT,ENROLLED_CURRENT_TP,ENROLLED_YR,STUDENT_TYPE,CREDIT_POINTS_REQUIRED,ADVANCED STANDING CP,COMPLETED_CREDIT_POINTS,OUTSTANDING_POINTS,Course Location,Completed Units,Adv Stnd Units,Unit Sets (Completed),Unit Sets (Non-Completed)
BN190,BN04,Bachelor of Nursing,8,INACTIVE,ON,FT,S0003,1/30/2021,No,Yes,Domestic,144,12,54,90,ARMIDALE,"HHSC111 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL","HLTH101 
HLTH104 ",,
BN191,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN192,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,36,36,108,ARMIDALE,,"HHSC111 
HHSC112 
HLTH101 
HLTH102 
HLTH103 
HLTH104 ",,
BN193,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN194,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN195,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN196,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,72,72,ARMIDALE,"HLTH101 TRI-1 2021 ON
HSNS263 TRI-1 2021 ON
HSNS310 TRI-1 2021 ON
OORA200 TRI-2 2021 ON",ENURS48 ,,
BN197,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,96,48,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS264 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL",NMBA48 ,,
BN198,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,24,120,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HLTH104 TRI-2 2021 OL",,,
BN199,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN200,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN201,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,"HHSC111 
HHSC112 
HLTH101 
HLTH102 
HLTH104 
HSNS170 
HSNS171 
HSNS173 ",,
BN202,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,Yes,Domestic,144,12,42,102,ARMIDALE,"HHSC111 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL","HLTH101 
HLTH102 ",,
BN203,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON",,,
BN204,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN205,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,114,30,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS264 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS370 TRI-3 2021 OL
HSNS373 TRI-3 2021 OL
HSNS374 TRI-3 2021 OL",NMBA48 ,,
BN206,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,60,84,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL",,,
BN207,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,90,54,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS273 TRI-1 2021 OL
HSNS363 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS310 TRI-3 2021 OL",NMBA48 ,,
BN208,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN209,BN04,Bachelor of Nursing,8,INACTIVE,ON,FT,S0003,1/30/2021,No,No,Domestic,144,0,18,126,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL",,,
BN210,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON",,,
BN211,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"HHSC111 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH101 TRI-3 2021 OL",,,
BN212,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN213,BN04,Bachelor of Nursing,8,INACTIVE,ON,FT,S0003,1/30/2021,No,No,Domestic,144,0,18,126,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON",,,
BN214,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN215,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,2/1/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN216,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,0,60,84,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL",,,
BN217,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,72,72,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS273 TRI-2 2021 OL
HSNS310 TRI-3 2021 OL",NMBA48 ,,
BN218,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,66,78,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN219,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN220,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN221,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN222,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN223,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,18,18,126,ARMIDALE,,"HLTH101 
HLTH102 
HLTH104 ",,
BN224,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,84,60,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",NMBA48 ,,
BN225,BN04,Bachelor of Nursing,8,INACTIVE,OL,PT,S0003,6/26/2017,No,No,Domestic,144,48,66,78,ARMIDALE,"HSNS262 TRI-2 2017 OF
HSNS265 TRI-2 2020 OL
HSNS310 TRI-3 2020 OL",ENURS48 ,,
BN226,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,42,102,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL",,,
BN227,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,48,60,84,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL",NMBA48 ,,
BN228,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,24,84,60,ARMIDALE,"HLTH101 TRI-1 2021 OL
HLTH102 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS310 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL","HHSC111 
HHSC112 
HLTH103 
HSNS170 ",,
BN229,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,48,54,90,ARMIDALE,HLTH101 TRI-1 2021 OL,ENURS48 ,,
BN230,BN04,Bachelor of Nursing,8,INTERMIT,OL,FT,S0003,1/30/2021,No,No,Domestic,144,0,12,132,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL",,,
BN231,BN04,Bachelor of Nursing,8,INTERMIT,ON,FT,S0003,1/30/2021,No,No,Domestic,144,0,12,132,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL",,,
BN232,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN233,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,36,108,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HLTH104 TRI-3 2021 OL",,,
BN234,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,66,78,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 ON
HSNS264 TRI-3 2021 ON
HSNS363 TRI-3 2021 OL",,,
BN235,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,24,120,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL",,,
BN236,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN237,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN238,BN04,Bachelor of Nursing,9,INACTIVE,OL,FT,S0003,3/5/2018,No,Yes,Domestic,144,0,36,108,ARMIDALE,"HSNS162 TRI-1 2018 ON
HSNS164 TRI-1 2018 ON
HSNS167 TRI-1 2018 ON
HSNS161 TRI-2 2018 ON
HSNS163 TRI-2 2018 ON
HSNS165 TRI-2 2018 ON",,,
BN239,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,3/5/2019,Yes,Yes,Domestic,144,48,60,84,ARMIDALE,"HSNS273 TRI-1 2020 OL
HLTH101 TRI-3 2019 OL",NMBA48 ,,
BN240,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,30,114,ARMIDALE,"HHSC111 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON",,,
BN241,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,36,108,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH104 TRI-3 2021 OL",,,
BN242,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,54,90,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS173 TRI-3 2021 OL",,,
BN243,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BN244,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN245,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN246,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,12,66,78,ARMIDALE,"HHSC111 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL","HLTH101 
HLTH103 ",,
BN247,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,66,78,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN248,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,12,132,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL",,,
BN249,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN250,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,102,42,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS264 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS370 TRI-3 2021 OL
HSNS374 TRI-3 2021 OL",ENURS48 ,,
BN251,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,66,78,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN252,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,18,126,ARMIDALE,"HLTH101 TRI-1 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL",,,
BN253,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN254,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,96,48,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS264 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL",NMBA48 ,,
BN255,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN256,BN04,Bachelor of Nursing,8,INTERMIT,OL,FT,S0003,1/30/2021,No,No,Domestic,144,48,66,78,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS273 TRI-2 2021 OL",NMBA48 ,,
BN257,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,12,60,84,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HSNS173 TRI-2 2021 OL
OORA200 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL","HLTH103 
HLTH104 ",,
BN258,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,60,84,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 ON
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HLTH104 TRI-3 2021 OL
HSNS264 TRI-3 2021 ON",,,
BN259,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,12,12,132,ARMIDALE,,"HHSC111 
HHSC112 ",,
BN260,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN261,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN262,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,36,108,ARMIDALE,"HHSC111 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL",,,
BN263,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN264,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,120,24,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS264 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS363 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL
HSNS373 TRI-3 2021 OL",NMBA48 ,,
BN265,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,90,54,ARMIDALE,"HLTH101 TRI-1 2021 ON
HSNS263 TRI-1 2021 ON
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS264 TRI-3 2021 OL
HSNS310 TRI-3 2021 OL",NMBA48 ,,
BN266,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN267,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,24,24,120,ARMIDALE,,"HLTH101 
HLTH102 
HLTH104 
OORA200 ",,
BN268,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN269,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 ON",,,
BN270,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN271,BN04,Bachelor of Nursing,8,ENROLLED,ON,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,60,84,ARMIDALE,"OORA200 TRI-2 2021 OL
HSNS370 TRI-3 2021 OL",NMBA48 ,,
BN272,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,36,108,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON",,,
BN273,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,54,90,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HLTH104 TRI-3 2021 OL",,,
BN274,BN04,Bachelor of Nursing,8,INACTIVE,OL,PT,S0003,1/30/2021,No,Yes,Domestic,144,54,84,60,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS264 TRI-3 2021 OL","HSNS370 
NMBA48 ",,
BN275,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN276,BN04,Bachelor of Nursing,8,INACTIVE,ON,FT,S0003,1/30/2021,No,No,Domestic,144,0,42,102,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON",,,
BN277,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,12,12,132,ARMIDALE,,"HLTH103 
OORA200 ",,
BN278,BN04,Bachelor of Nursing,8,INACTIVE,OL,PT,S0003,1/30/2021,No,No,Domestic,144,48,54,90,ARMIDALE,HLTH101 TRI-1 2021 OL,NMBA48 ,,
BN279,BN04,Bachelor of Nursing,8,INACTIVE,OL,PT,S0003,1/30/2021,No,No,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
